,Pre-B,B,Pro-B,Early Lymphoid,HSC MPP,Early Erythroid,pDC,Cycling Progenitor,Megakaryocyte Precursor,CD4 Memory T,NK,CD8 Memory T,Plasma_Cell,EoBasoMast Precursor,Late GMP,Early GMP,cDC,LMPP,MEP,Pro-Monocyte,Naive T,Monocyte,Late Erythroid,Stromal
BA3200R,0.00150336198086097,0,0.228730918593136,0,0,0,0,0,0.447699344011609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322066375414394
BA3325R,0.00153436298151282,0,0.247487046362732,0,0,0,0,0,0.190729380711581,0,0,0,0,0,0,0,0.0726333635741846,0,0,0,0,0.294874910996522,0,0.192740935373468
BA3146R,0.0409189475107654,0,0.0072057188163447,0,0,0,0,0,0.264252350553421,0,0,0,0,0,0,0,0.109544824153283,0,0,0,0,0.367673883965628,0,0.210404275000559
BA3211R,0.0017784930998071,0,0.328538429811285,0,0,0,0,0,0.202887318278235,0,0.0336814088027556,0,0,0,0,0,0.163780094043146,0,0,0,0,0.180306882973679,0,0.0890273729910931
BA3237R,0.00551706806570281,0,0.00743709638359271,0,0,0,0,0,0.221482269052861,0,0.0399618445063841,0,0,0,0,0,0.000722750277292231,0,0,0.00130093581968739,0,0.588387063586961,0,0.135190972307519
BA3130R,0,0,0,0,0,0,0,0,0.0361743194323186,0,0,0,0,0,0,0,0,0,0,0,0,0.915729025662922,0,0.0480966549047594
BA3376R,0,0,0.279328984856889,0,0,0,0,0,0.383189461648235,0,0,0,0,0,0,0,0.0280094937337948,0,0,0,0,0.0972272203438797,0,0.212244839417201
BA3137R,0.0521618162361979,0,0,0,0,0,0,0,0.132441158245902,0,0,0,0,0,0,0,0.0366344428376976,0,0,0,0,0.534504761143497,0,0.244257821536706
BA3300R,0,0,0.325812158905414,0,0,0,0,0,0.462482566679457,0,0.000985518871892402,0,0,0,0,0,0,0,0,0,0,0,0,0.210719755543237
BA3375R,0.175334447483801,0,0,0,0,0,0,0,0.328497139819202,0,0,0,0,0,0,0,6.24401494924989e-05,0,0,0.000852620622807928,0,0.0397308736945154,0,0.455522478230182
BA3249R,0,0,0.480745688298877,0.1531448286074,0,0,0,0,0.316165410303472,0,0.00133867593958332,0,0,0,0,0,0,0,0,0,0,0.0296565048030431,0,0.0189488920476243
BA3385R,0.00494148793766748,0,0.0739525295955839,0,0,0,0,0,0.223712273800743,0,0.000380503638859705,0,0,0,0,0,0,0,0,0,0,0.579664609386073,0,0.117348595641073
BA3242R,0.00205372576400005,0,0.191489413109094,0,0,0,0,0,0.153175909210316,0,0,0,0,0,0,0,0,0,0,0.00245078875941015,0,0.521170083304171,0,0.129660079853008
BA3446R,0.0134646963869473,0,0,0,0,0,0,0,0.190952169984531,0,0,0,0,0,0,0,0.00133118311361052,0,0,0.00118259122073758,0,0.73505087219758,0,0.0580184870965937
BA3416R,0.00371663817159417,0,0.449703388256989,0,0,0,0,0,0.427096813076043,0,0.0799235389684121,0,0,0,0,0,0,0,0,0,0,0,0,0.0395596215269615
BA3123R,0,0,0.431609420556504,0,0,0,0,0,0.206856797495425,0,0.0603828869562364,0,0,0,0,0,0.106255505453774,0,0,0,0,0.106674066618933,0,0.0882213229191287
